split,class,filename,mean_intensity,std_intensity,skewness,kurtosis,median_intensity,contrast,entropy,percent_white_pixels,percent_black_pixels,variance_of_laplacian,edge_density,aspect_ratio,area,mode_intensity
train,COVID19,COVID19(177).jpg,102.67553795123922,37.97661459371194,-0.6079159758721471,-0.2452774843453529,108.0,255,6.9441805,0.00045881600215517244,0.10164163523706897,34.70042760323969,0.0015953327047413793,1.1328125,1187840,150
train,COVID19,COVID19(178).jpg,129.69516142525273,52.55955683070534,0.054781360781932284,-1.2130711437902628,127.0,255,7.307502,0.10073553543504701,0.03321170936375863,521.9490098261895,0.02321151630983867,1.0126353790613718,310794,197
train,COVID19,COVID19(179).jpg,126.9238182534926,53.97243378059274,0.10637875854482826,-0.884945672121165,119.0,255,7.3984156,0.13047045513545735,0.05046199405801607,495.06031445430494,0.020415554280696243,1.2043222003929273,312017,88
train,COVID19,COVID19(18).jpg,148.69516945031907,48.10070926353109,-0.7117631894455523,0.36364434487214536,157.0,255,7.4016695,0.13285652034194592,0.03856565768730557,12.427378719473728,0.0011373520895479698,1.402457757296467,594363,170
train,COVID19,COVID19(180).jpg,133.89721931378867,51.12585231006506,0.07987392887189619,-0.8182783530394935,128.0,255,7.3532057,0.14424935567010308,0.03263598045532646,402.977774344735,0.022061587199312716,1.13671875,297984,111
train,COVID19,COVID19(181).jpg,137.02046199701937,33.83994443155635,-0.18894927246709625,-0.41103210265706336,137.0,218,6.9591837,0.01605812220566319,0.0012332339791356185,33.335678738706044,0.0011512667660208643,1.3863636363636365,268400,138
train,COVID19,COVID19(182).jpg,126.44116119635845,73.54653626356225,-0.723603842107065,-0.9676567409169818,153.0,255,6.620355,0.07628728029169783,0.21662449747569185,265.5142002955008,0.002857741795998504,0.8526785714285714,2738176,0
train,COVID19,COVID19(183).jpg,185.3740726174789,36.39930539797745,-1.0842335329677677,2.9694761547553163,187.0,255,7.0086308,0.35762690353341553,0.007488785232701525,19.582820751101025,0.001002004008016032,1.281563126252505,1276442,186
train,COVID19,COVID19(184).jpg,152.73647000453175,49.12890075601156,0.05603740623789356,-0.8968312043187794,147.0,253,7.4971237,0.22405810010469895,0.010583188786273498,13.109474448613097,0.00021525791883487256,1.550194552529183,2559720,127
train,COVID19,COVID19(185).jpg,129.39030825496343,59.95710651228999,-0.22823940505778728,-1.1177896680407344,138.0,237,7.7290287,0.13172021943573667,0.14049764890282132,424.4883358432569,0.012029780564263322,1.264367816091954,153120,180
train,COVID19,COVID19(186).jpg,134.66578342305968,57.87423146619382,-0.36287993637376953,-0.5290921494319241,140.0,255,7.3370304,0.13616847521310005,0.10201113167339614,832.8369183054918,0.029295998766262897,1.0336473755047106,570624,17
train,COVID19,COVID19(187).jpg,97.78419575,19.387262152652767,-0.9076132274946531,1.6394259722439566,102.0,253,6.0425286,0.00013025,0.02433725,31.42532740558776,0.00053625,1.0,4000000,110
train,COVID19,COVID19(188).jpg,143.24234090428294,55.85002069946917,-0.42454182091915926,-0.8693754473449808,153.0,255,7.611797,0.16664800043139744,0.050093764836357454,173.39671928961354,0.0012862733030978033,1.2123056118999325,2651847,191
train,COVID19,COVID19(189).jpg,99.92639025,16.863953743256793,-0.6960405492604622,1.4392514108276266,104.0,252,5.9029784,0.00013025,0.005802,32.08607291587345,0.00053675,1.0,4000000,112
train,COVID19,COVID19(19).jpg,167.01320991586877,59.30834558149761,-0.9609075883744347,0.4990468808088866,176.0,255,7.339032,0.31507565679088473,0.05426030433056984,8.335740760404377,0.0011974946300116343,1.4199066874027995,587059,0
train,COVID19,COVID19(190).jpg,101.43274136606148,44.94324461261613,-0.17248110477964929,-1.006697543353451,107.0,200,7.347941,0.0,0.16027818232059501,35.29792031577236,0.0008463729954196664,1.004827031375704,1552507,1
train,COVID19,COVID19(191).jpg,134.8125382738272,60.39259147178116,-1.0174268652753147,-0.12419235998521794,156.0,255,7.245696,0.04440459842636579,0.1323207393111639,585.51197270926,0.010331613717339667,1.2161520190023754,862208,0
train,COVID19,COVID19(192).jpg,134.87978607757657,51.495557589160875,-0.570474925457393,-0.19323951981941923,139.0,255,7.3941965,0.08859196847753185,0.061732198748043816,67.30768490133232,0.0007960261569416499,1.232394366197183,14313600,171
train,COVID19,COVID19(193).jpg,152.13663677890108,42.37935606662277,-0.954587231122269,0.05015163606892514,169.0,255,6.9543133,0.017740531242137224,0.012442006259691942,71.27619536692802,0.00045110628948495977,1.1189562547966232,1899774,188
train,COVID19,COVID19(194).jpg,148.44363657029393,59.1457918335123,-1.2927752739897276,0.7751277408738919,168.0,229,7.116747,0.14757575898159145,0.10130038227434679,532.9220045194762,0.009266905433491686,1.2161520190023754,862208,0
train,COVID19,COVID19(195).jpg,103.4025735,14.88043781537014,-0.713826071747728,1.6394284501976788,108.0,222,5.7251825,0.000144,0.001269,10.766058210696922,3.8e-05,1.0,4000000,111
train,COVID19,COVID19(196).jpg,106.87465075,16.693785125474825,-1.1221417646256175,2.8064190112724745,111.0,253,5.7178535,0.000125,0.004314,32.51368750236693,0.00052625,1.0,4000000,111
train,COVID19,COVID19(197).jpg,147.0162197597699,69.28310965391164,-0.3005115614271681,-0.8782310442816041,143.0,255,7.7118797,0.30997481994828047,0.09758931592430578,45.234333788542514,0.0015814945501123813,1.2221467391304348,2648128,239
train,COVID19,COVID19(198).jpg,132.12872675,53.494805263444356,-0.5687160299464156,-0.6892802885219691,144.0,255,7.53647,0.0379075,0.0951885,267.6244441871245,0.003388,1.0,4000000,187
train,COVID19,COVID19(199).jpg,130.2529645,49.71800586268257,-0.24260845209243848,-0.9705763545074655,136.0,255,7.5644393,0.05243375,0.06292325,384.30697078171016,0.00628,1.0,4000000,186
train,COVID19,COVID19(2).jpg,98.98688575,20.776230884509506,-0.9617995745334808,1.42835300830078,105.0,251,6.1067524,0.000125,0.031553,25.663349343717428,0.00053475,1.0,4000000,111
train,COVID19,COVID19(20).jpg,146.1250266550251,53.156011041412114,-0.7517557975904752,-0.06367296439469428,155.0,255,7.4871054,0.17461826290925409,0.05911633685161983,44.660856784900815,0.0006572253948922076,1.2142857142857142,1885198,209
train,COVID19,COVID19(200).jpg,133.42997325,53.405331899111744,-0.05559309037824097,-0.9787019363150482,133.0,255,7.683051,0.1345665,0.058204,191.77774492857606,0.003317,1.0,4000000,105
train,COVID19,COVID19(201).jpg,131.32310725,58.333000903905166,-0.583440340589963,-0.742461440124599,143.0,255,7.6071224,0.06510825,0.12123475,225.20890551327997,0.004277,1.0,4000000,189
train,COVID19,COVID19(202).jpg,117.31519972020646,38.85473700320453,-0.46997886715673476,-0.33633853297342586,126.0,255,7.1222525,0.0021287944603434177,0.04941981168233851,24.55565250057684,0.0023268218520032706,1.1943359375,1252352,148
train,COVID19,COVID19(203).jpg,121.95579490445053,43.267730210268354,0.10830137160868078,-0.07251488473559142,121.0,255,7.3642187,0.04623742269870235,0.049102164436334146,35.039218320743856,0.0011159582826439577,1.2041015625,1262592,148
train,COVID19,COVID19(204).jpg,128.01472173880146,51.82111707588483,-0.3210335332673133,-0.29357930995186265,136.0,255,7.4583054,0.08340032914648911,0.08949773632970137,74.17635673206101,0.0016331214689265536,1.2099609375,1268736,12
train,COVID19,COVID19(205).jpg,100.3416415,17.393901016893192,-0.28344941427754966,0.2033256498945888,105.0,229,5.98006,0.000157,0.00158625,10.47151493779844,4.125e-05,1.0,4000000,111
train,COVID19,COVID19(206).jpg,132.56396748283908,64.5496540662926,-0.1410292809256667,-1.0073356763391836,140.0,243,7.700564,0.17514230312128604,0.1215733153557636,285.5723507870472,0.0061044969408014385,1.0,431649,237
train,COVID19,COVID19(207).jpg,134.673327,21.545237727884807,-0.6122710096875154,1.4316966913104894,136.0,254,6.4294167,8.9e-05,0.00253,53.72035489631594,0.00027725,1.0,4000000,148
train,COVID19,COVID19(208).jpg,87.593408,47.20443177229801,-0.3307198015093966,-0.8714881170535937,96.0,255,7.059403,6.075e-05,0.23141525,55.000533516687774,0.00077575,1.0,4000000,3
train,COVID19,COVID19(209).jpg,135.26928799730698,49.63460825323065,-0.30068167219143555,-0.630755981285386,137.0,255,7.512597,0.10508299439184875,0.04938669521641356,61.685674470227724,0.00017048293955967684,1.0994475138121547,2305216,136
train,COVID19,COVID19(21).jpg,147.05936481677486,51.962014727724416,-0.5197977492589826,-0.610702896996488,155.0,253,7.5197363,0.19647634366483593,0.04502652326463259,25.090210880628014,0.00045993799431614564,1.2546483427647535,1919824,211
train,COVID19,COVID19(210).jpg,117.78249640450433,48.71449972970324,-0.5419538727699172,-0.6653082456096766,129.0,255,7.326295,0.0020722175991645863,0.10091396683985651,257.35409962775145,0.010762011985762536,0.9878603945371776,429009,1
train,COVID19,COVID19(211).jpg,150.7825875,35.68565311585097,-0.8789417981950947,0.27594479274629746,161.0,241,7.009258,0.023508,0.00956925,77.95433639668589,0.00136175,1.0,4000000,174
